lon,lat,distance_km,x_santiago_km,relief_m,resolution
-75.77358490566037,-33.45891,392.07549438225686,-474.14813337078647,-4429.580664150943,01m
-75.75202156334231,-33.45891,394.07587955767644,-472.1477481917781,-4423.657740700806,01m
-75.73045822102426,-33.45891,396.07626473309483,-470.147363012771,-4416.456550943399,01m
-75.7088948787062,-33.45891,398.0766499085144,-468.1469778337626,-4411.164500000003,01m
-75.68733153638814,-33.45891,400.077035083934,-466.14659265475416,-4411.5846455525625,01m
-75.66576819407008,-33.45891,402.0774202593536,-464.14620747574577,-4410.842784905661,01m
-75.64420485175202,-33.45891,404.07780543477435,-462.1458222967374,-4413.023774393538,01m
-75.62264150943396,-33.45891,406.07819061019393,-460.145437117729,-4413.104035849054,01m
-75.6010781671159,-33.45891,408.0785757856135,-458.14505193872066,-4403.62311212938,01m
-75.57951482479784,-33.45891,410.0789609610331,-456.14466675971227,-4362.921062803236,01m
