index,value
0,0.508311809523
1,0.670846570686
2,0.83338133185
3,0.995916093013
4,1.15845085418
5,1.32098561534
6,1.4835203765
7,1.64605513767
8,1.80858989883
9,1.97112465999
10,2.13365942116
